index,ithick,othick,width,ys0,ys1,work_roll_diam_1,work_roll_diam_2,work_roll_diam_3,work_roll_diam_4,work_roll_mileage_1,work_roll_mileage_2,work_roll_mileage_3,work_roll_mileage_4,reduction_1,reduction_2,reduction_3,reduction_4,tension_1,tension_2,tension_3,tension_4,tension_5,roll_speed_1,roll_speed_2,roll_speed_3,roll_speed_4,force_1,force_2,force_3,force_4,torque_1,torque_2,torque_3,torque_4,gap_1,gap_2,gap_3,gap_4,current_1,current_2,current_3,current_4,Anomaly_Reduction,Anomaly_Electric_1,Anomaly_Bearing_1,Anomaly_WorkRoll_1,Anomaly_Electric_2,Anomaly_Bearing_2,Anomaly_WorkRoll_2,Anomaly_Electric_3,Anomaly_Bearing_3,Anomaly_WorkRoll_3,Anomaly_Electric_4,Anomaly_Bearing_4,Anomaly_WorkRoll_4,class
0,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,11.882737985588967,64.52095122834082,43.209890411982805,55.82617508943779,0.3052611899739914,0.1668005143599909,0.1255403393305467,0.0645154369584783,90201.34807079135,234817.24271146205,296889.9104730911,356595.09649282193,88684.38976584404,9.721574434432732,11.667763365174498,13.342826307438926,14.263010673375168,8306761.621253077,5124411.62259144,3968680.537262399,3017719.608176413,69971.71531786029,21959.394680888523,24883.05606834999,11282.22470902951,2.1984549151225075,1.864123974215364,1.5879572649366374,1.552163750489136,4191.777206966359,1612.8515817165703,2112.3713660855096,1025.020952316418,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,13.088219690063866,65.96776165639686,44.86440976047788,57.594797912155215,0.2901083734209164,0.1964309726370909,0.1140192244990169,0.0630694111678503,88916.06162066928,237909.5145207,298627.8760550055,355765.3613682669,89025.9339762209,10.143882621663066,12.6235360949046,14.24809255908126,15.207201823606802,7921958.217008471,5606304.355807845,3946484.5841693934,2952585.9735229407,63939.61466640589,31384.32694791589,23583.194693968337,9646.42767763162,2.161683147896474,1.880766585882813,1.501941912968256,1.4576494895554255,4036.400643886561,2446.511459054072,2285.927044543929,985.3006409495208,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,14.178051399626932,67.32400072541573,46.39518684562622,59.22861914010381,0.3018897763638267,0.179047666476692,0.119398394789851,0.0617349347995722,90270.78592909886,236496.8017555075,294998.39617842564,356756.42778340407,89911.43991796131,9.587217030861789,11.67816527144276,13.261576179679862,14.134146811537724,7987387.114125659,5373392.921075583,4013705.494123736,2720345.138688175,68935.87713587777,26459.111383236454,22451.32257030124,12685.346607539268,2.207652787394749,1.7666165931338735,1.57317344412352,1.464401145148959,4022.14649739007,1916.275883307164,2005.5168149640403,1151.7905099890927,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,15.296329739372345,68.68617279568205,47.94205215021677,60.877263389967375,0.2885912535330863,0.1919806473331029,0.118428063550806,0.0655668448998408,90491.99149268668,239083.9540119474,296283.9926389463,353505.8217540496,91033.141177443,9.773962858392476,12.096198966192034,13.721170634030443,14.68395096978308,7798533.708045406,5576339.248709659,3870505.832421409,2796310.2535685524,65202.76379542636,32692.740785325903,22913.996917859084,12289.693907673043,2.2342887955448205,1.871390119440272,1.6238170614698777,1.5148131911890097,3976.8165951549936,2487.4232807596954,2103.506836210096,1128.2632858519669,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,16.39370385196834,70.04427654526933,49.482599998254514,62.52590763983094,0.2319384842917935,0.2162512497547419,0.1438431889289387,0.0812004440200337,87360.16180319733,233497.63577313945,297310.98263084906,356291.45132191386,88976.51650559746,9.667117834467035,12.334460286465417,14.406777037765869,15.679999999999996,6955057.108507987,6222250.652882675,4586968.267908202,3514814.869434841,44361.670130314014,39794.21916863119,33760.0314304367,16270.56205557513,2.491788153304872,1.9757975210189749,1.6548113468111063,1.5420498378968222,2618.598345755049,3031.971768006864,3102.0439783106917,1687.4178505991802,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,17.44580538632431,71.38667298804098,51.050532911259445,64.23240924053384,0.2901777561409739,0.1838083126427791,0.1250261944768401,0.0658639441859131,90400.21030545312,235780.9097243969,299585.59591780393,351997.29963579285,90146.9887734246,10.290110093873214,12.607467404124105,14.408965530786274,15.424911008524402,7907159.189941372,5335359.543960188,4040814.1821910334,2907840.710785475,64274.10196454263,26958.046775013303,27414.190280626724,11897.030846389474,2.333062338381313,1.8603873593531703,1.6410633144506943,1.5337984054732512,4097.95103712287,2058.3751965138163,2547.3976883431483,1225.127691569069,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,18.58422941592807,72.78147282150891,52.64463758578049,65.93891084123675,0.2780058314436428,0.2088205255475979,0.11455636749247,0.06378124246708,88477.58850967062,237536.0345560021,295484.2016390235,354916.3444153337,89955.53025396913,10.283935106175328,12.998232939868837,14.679910118116185,15.68,7603253.23742293,5666739.756240759,4095172.064610527,3138652.841444168,64771.22192175684,36706.36087559291,27628.891095854025,12659.329540350993,2.2712325388930688,1.8363995014908856,1.769588156844365,1.5997245375984752,4176.671620684522,2939.508227193546,2577.0388725121634,1386.1294594387132,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,19.79409906256926,74.31067028644387,54.37167859527349,67.78360899067783,0.2869192346180572,0.197003684077805,0.114353993677105,0.0662416130088947,91241.12364664036,234852.49312908784,292196.5644273226,353718.8007542348,89962.58715717851,10.412482760621955,12.967036777327952,14.641331508020532,15.68,7707852.781952578,5638193.50730634,3739673.366921502,2952538.737868763,64729.65947294908,31783.020367284105,24660.281819866625,11352.8831877204,2.131070079802263,1.8175728107886264,1.5826492793437283,1.511570158531331,4212.851929966451,2546.5292599909844,2522.2734865438106,1198.9279376072034,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,20.98073174397579,75.78842635814358,56.04024149867912,69.57054116355214,0.2862721572131627,0.2034610684341002,0.1091116040312213,0.0650594193484403,87021.17190970217,236978.26323350333,296086.4415223717,354453.8280187314,88088.04765572288,9.870454558152913,12.391678757934388,13.909350277774475,14.877255908692138,7869547.276821079,5696773.469135512,3734309.425152734,3120492.3901229585,63781.997992179015,37781.77252175452,25557.369501755256,12831.9397934451,2.273318980364821,1.8046138323222116,1.6368193515304392,1.4499727263422575,3791.212674581804,2861.999728038916,2369.505861441906,1305.5302144624566,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,22.16628860467026,77.27681168836693,57.71091690197117,71.35747333642644,0.2969422973058085,0.1861497911491598,0.1137287662770058,0.0662193811977274,89079.04287469188,234899.6361043329,295301.7717341352,356946.1829628591,88275.51218339324,9.90514129054742,12.17071788251246,13.732497929991986,14.706342853427582,7932253.505996408,5609190.958526235,3808731.82083255,2845083.7100015185,68325.9916392443,23940.17377716733,26263.01217516818,10409.009041494934,2.220461678258938,1.8271786325468835,1.5819194533535044,1.5553337413470774,4268.213907633041,1734.6292671450713,2344.1532134199333,1019.0311628492497,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,24.555510752063505,80.2937214205278,61.16806012107248,75.09208455460718,0.2925105148938532,0.1819517076737532,0.1234777466528044,0.0665628522041817,90939.75031348446,235880.6587423298,297071.7532541618,356288.6651495196,88485.35511316604,9.779328211536766,11.954463206234117,13.638516490121424,14.611071053178977,7851946.907914591,5413382.428675272,3972421.979237453,2909543.75035832,64117.46485001064,28181.86634622302,27612.37016981613,13683.51657246868,2.179646706040688,1.8802866054527445,1.6552953615559314,1.5136891803261232,3806.089334775286,2046.02720503786,2397.119501973604,1384.2799555428371,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,25.580006282866645,81.54608700873756,62.59684938846108,76.6227599415494,0.2954434321372697,0.1793948531108151,0.1230170306357912,0.0660885606429476,88579.84341545127,234034.39860853943,295264.6641449895,355804.03161798563,87284.73984505764,9.662417516775792,11.774746421473049,13.426425407108477,14.37655096756481,8009710.853044699,5405853.795517683,4145281.491114813,3152269.3851602464,66210.79841950719,26372.70517737436,26119.08940040721,13983.758822126178,2.243213125678062,1.8113069507407795,1.613880019141175,1.5526732156608622,3938.542932672622,1948.2391612413685,2357.466640712848,1378.5926469671683,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,26.75682347720715,82.98017159716804,64.23209732203287,78.37372675131198,0.2903431917845141,0.186201015266582,0.1186778895353889,0.0696491132417937,87667.42239123012,237566.30516953385,296533.31039075315,356374.00971363025,89205.9405765649,10.462720980781484,12.856640493608916,14.587901904368673,15.679999999999998,8011711.970603736,5515435.723707576,3819330.110917453,3169039.143305302,65548.13958813748,27963.999213116847,28526.281434831217,15177.983812172964,2.253016348112006,1.8888693372942185,1.6150869917186048,1.55431447385441,4285.129919331738,2180.660669129212,2600.697031045036,1573.7027547085197,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,27.925182991056317,84.41585723424448,65.86111084617967,80.12469356107455,0.2944828699356662,0.1817956233582026,0.1219442093953523,0.0657663920584572,85741.11356416049,235941.6755505316,297801.6006369484,350848.3742829204,91383.8693547687,9.378285824188133,11.462033315783476,13.053878168596189,13.972820135810183,7977064.617408793,5399268.686364448,4036185.643739452,2915508.017721813,68551.58129799242,27058.528757120945,28145.9001179306,11454.894104795583,2.233246578829972,1.8705288685788488,1.583369693684871,1.5366171055811622,4068.348722730696,1851.9124790609048,2474.6775465741625,1090.109387793217,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,28.994284633326597,85.72250099317701,67.34922102427296,81.71756087546301,0.2913431792325408,0.1976974640101648,0.1110610360124153,0.063083516145196,88561.0559405772,233986.09814190704,297036.526094712,355688.456637618,90223.1762484174,9.929139915016773,12.375805222610651,13.921996586914709,14.85937842574262,8023518.148870288,5700826.123551992,3739199.810182327,2811973.24514083,67946.63132585275,32896.75460591041,23176.65407097228,10066.537706915822,2.2942468004226084,1.789532339516584,1.6449764092136516,1.5348843173219535,4166.415695353023,2597.2979688818714,2119.867923378161,1043.452234082375,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,30.19775916237556,87.22252682515844,69.03665502452496,83.51861148064533,0.2958351660991993,0.1829759980009373,0.1191311447320357,0.0656134974373666,91539.4188861589,236414.46468301708,296436.554673036,353020.84837510413,87578.2717743139,9.43767514265666,11.551282605608796,13.11351007193329,14.03435306050375,8085890.803295129,5458808.931483529,3911355.5294444608,3103135.3191683977,69602.14327107753,26807.76730197308,28400.51425566792,13003.854654376006,2.225809412572612,1.938076079727844,1.6956098788860492,1.5526203383758963,4017.9328828057182,1997.8509692031264,2449.205461003992,1238.0454583813273,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,3.4,1.61,918.666265285446,400.0,593.8451717184587,485.0,491.0,458.0,450.0,31.408910859494533,88.70492109283671,70.71953240043959,85.31966208582766,0.2890688960241376,0.1937617633270817,0.1215069204073061,0.059588984274539,88639.94802841631,236612.24134855773,296019.2742080384,356323.67395183595,89470.20452350446,10.133569401823271,12.568951633503769,14.307399711482368,15.21398566396547,7914456.124971217,5599858.674742612,4019164.986146717,2822843.550586696,67212.34459501083,30980.39554566928,25768.464029882765,7370.860819822194,2.313991869701428,1.854471054727942,1.6893529015488409,1.4773747420603514,4240.470924002314,2494.641982394814,2524.106390696766,746.5386472408699,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
