index,ithick,othick,width,ys0,ys1,work_roll_diam_1,work_roll_diam_2,work_roll_diam_3,work_roll_diam_4,work_roll_mileage_1,work_roll_mileage_2,work_roll_mileage_3,work_roll_mileage_4,reduction_1,reduction_2,reduction_3,reduction_4,tension_1,tension_2,tension_3,tension_4,tension_5,roll_speed_1,roll_speed_2,roll_speed_3,roll_speed_4,force_1,force_2,force_3,force_4,torque_1,torque_2,torque_3,torque_4,gap_1,gap_2,gap_3,gap_4,current_1,current_2,current_3,current_4,Anomaly_Reduction,Anomaly_Electric_1,Anomaly_Bearing_1,Anomaly_WorkRoll_1,Anomaly_Electric_2,Anomaly_Bearing_2,Anomaly_WorkRoll_2,Anomaly_Electric_3,Anomaly_Bearing_3,Anomaly_WorkRoll_3,Anomaly_Electric_4,Anomaly_Bearing_4,Anomaly_WorkRoll_4,Reduction,Electric_1,Bearing_1,WorkRoll_1,Electric_2,Bearing_2,WorkRoll_2,Electric_3,Bearing_3,WorkRoll_3,Electric_4,Bearing_4,WorkRoll_4,class
0,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.289201860908442,0.1881315967588164,0.1221919410840332,0.0652069527061581,85778.31273285628,236190.73490505293,297735.8200019131,354553.26003262243,87195.07536508111,9.30461975871996,11.460748714414269,13.056098765563297,13.966833411266544,7965222.728238317,5537506.428214403,4353124.878067417,3376621.716818367,76314.21528907583,33172.565855244124,37166.737634942496,19165.56212172006,2.18001571956673,1.8482044750971,1.7183255357843723,1.6163426821430875,4086.066326845648,2201.5295736114026,2867.0638816164405,1510.826408063876,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,1.1807142704066973,1.454317307697883,1.65676003190705,1.7723281497474237,0.285764671124171,0.188005304799101,0.1238312530703203,0.0681099366016684,87698.23826750895,236674.49773706408,296566.0766058599,355098.2941057628,89746.35395726646,10.2281889888677,12.596374150371885,14.376653121345418,15.42741326044185,7739859.571437916,5541750.951057593,4163766.0896714334,3495999.395852804,59870.78557142936,28582.62042321728,31800.319056202687,10111.991122599293,2.38074990379281,1.8483617272873336,1.6555405077497545,1.4406692308184947,3669.096877253745,2177.718150964592,2722.29120855376,1007.0105924473912,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,2.3557464653624747,2.9014107455005256,3.3083750237378244,3.5446562994948474,0.2972661643880995,0.1828082315171251,0.1199931370089851,0.0629860603306607,89864.73027931058,238814.5324238815,297918.1415259835,352217.30617038225,86867.51114674387,9.47572650384056,11.595474733467208,13.176573071323425,14.062302078422949,8037767.260324739,5654955.32769056,4204634.297726278,3259329.7801842787,69957.76985269655,29334.9644505734,27329.52759938241,12828.215577711191,2.247864594343639,1.8627008932026008,1.5583212993065287,1.5038290128240832,3915.03203291783,2013.615155687844,2299.6011035544625,1132.4661313470592,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,3.564115797440848,4.380095894669029,4.988685952385208,5.33791769882936,0.2873898538537695,0.1931444662084193,0.1190722697932139,0.0651134873058899,89805.96124849477,238146.6412914596,299428.45107995404,355426.61350873514,88201.23670223863,10.261550778626814,12.717953027360016,14.436999303421455,15.442515329285929,7786242.06651784,5801238.880848272,4158579.538217728,3362770.819915648,64970.00686033037,30328.59343758424,27700.984934293825,14560.166695023208,2.344637415191007,1.725161474144043,1.703662165063052,1.544779834133095,3923.278880257049,2298.5320015538914,2460.37689567672,1365.7342447022272,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,4.742448127125346,5.840496524441342,6.646484407009292,7.111179407190861,0.2946190212882444,0.1866676060220912,0.1173476181833843,0.0648840877488505,90521.1298151284,237640.5584039827,295921.6817358016,355093.1107492746,85864.23803330665,10.275359355689115,12.633653143253763,14.313282786652692,15.306426293394622,8145182.14571109,5385846.497514507,4284000.295017937,3436457.599347461,67643.56825328553,25825.724159538207,23856.64526516165,14236.616866768594,2.2663407172343866,1.7676832609015352,1.658394278996317,1.4893714813366496,4107.3438034083465,2017.5128402216972,1990.6740591229932,1363.3673671402505,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,5.932856713417022,7.304115329133889,8.304689647083789,8.884441115552363,0.2970547490444052,0.1844591332225164,0.1168986798504304,0.0646606721344222,90644.0089029462,235494.6226262061,294013.708079217,355956.4832493095,86102.69481253283,10.211717457304148,12.521404963621972,14.17889960973135,15.159097011442109,7909315.260742317,5532731.976060593,3970482.546862452,3266843.100897201,69016.72081721605,30314.92325139189,29892.990153679995,16500.534906965084,2.2314299102703035,1.8774641891708803,1.6292371993105412,1.6234336911252585,4413.405401514744,2263.93906405422,2622.3587724832446,1540.5580789103633,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,7.042749618200032,8.665043947179267,9.845768328536648,10.532055660927638,0.2911498241662949,0.185266041778486,0.1250516739550986,0.0628819891687578,88592.55391706387,234445.92612783672,296785.8839717603,356467.3809695201,88161.77661051202,10.155043741410998,12.464245093672645,14.24569282853053,15.201599653275595,7833407.879947499,5398069.134850376,4031170.573367248,3269423.61459335,68052.9881693575,29103.72844945638,27748.27011743102,12821.164294864877,2.194026124348213,1.802902602443578,1.5827798653920229,1.5028026418348963,4186.8518475306855,2194.8419765715294,2442.715255425446,1195.2795061985075,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,8.143396797371445,10.015972269320178,11.389777593915348,12.179670206302912,0.2955593395374843,0.1839218012291253,0.115671584397692,0.0685550611472952,89645.9836238691,238280.13317850916,296944.04927575134,355544.60523867304,92309.38689732422,9.49401303761268,11.633705019827708,13.155412417573508,14.12366085082551,8108819.168909636,5456280.418305677,4171425.419766489,3368615.79238375,68301.53220067902,29437.45426744666,28600.89596332329,12858.295701594963,2.264257746345136,1.837634679295012,1.6702524375368877,1.4328952105785613,3911.1316309237527,2174.4640331008386,2277.491462034406,1114.000139138422,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,9.314571424357569,11.451097761889482,13.012619817742175,13.921954861180897,0.2916382138411074,0.1824215429327186,0.1255669807616903,0.0649478208638159,84253.5554111595,238000.0473976191,300324.9339841,353105.3686877706,95092.04550082763,10.060591555595106,12.305353044261029,14.072379214339168,15.04983307705828,8013473.232868975,5423462.565823772,4214297.0816063415,3311282.495920158,66813.54296505176,26152.491415753902,28354.696570136894,10795.29854445842,2.187219763506989,1.8674995895927893,1.5538218240505854,1.5893212889631174,3945.39727222678,2014.3378033078588,2355.706794407591,921.6075521087143,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,10.479263032334828,12.87566025850308,14.641746880961367,15.664239516058878,0.295462833916548,0.182313572098191,0.120124243638713,0.0658106541761025,93883.01490595478,234434.2210283309,298587.7019599943,349653.9421921977,84586.40791673622,9.87118258739489,12.072088089714828,13.720219022329658,14.686764608976857,7921329.794192861,5343907.597755135,4232757.072431857,3367090.136676995,70890.40432254234,28299.456113056534,26671.228479524398,15454.721576451711,2.1838217396598703,1.843562075742712,1.6356347461851342,1.6006109692637818,4228.879251088667,2055.708635436948,2152.4303709932024,1279.2793338617278,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,11.59425835710595,14.239257949163314,16.19150851583056,17.323176905783008,0.1877997917315877,0.2432183539156939,0.153786050113388,0.089598234430249,89084.89210283,236280.4632648256,295847.4052880445,355667.8083170198,87663.64186595539,9.141762216855806,12.0797884887359,14.275099684133693,15.679999999999998,6037750.950214441,6336139.972426916,4781875.964131054,3797098.5322263055,32806.246478803085,45923.9260081333,35515.76392626234,17543.210498975714,2.6834832808391336,1.8956451720253744,1.7892134573730485,1.533926825867292,1823.1739970779868,3272.7810958615305,3077.827038219354,1606.8244093311098,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,12.561452945722625,15.51729447875025,17.701808044405084,18.982114295507134,0.2855749033585423,0.1949615867307638,0.1179616106310525,0.0665605199700557,91452.8515713206,238705.71519813707,296100.4122514761,354207.6788713803,88950.11675720048,10.392889627443866,12.909805862851517,14.636331046869524,15.679999999999998,7880140.223786275,5619402.776145883,4296600.96501479,3511567.821160422,60613.21016109201,26296.330108286387,23953.409414811,16339.016211205304,2.307005857110779,1.69072409756207,1.6596455604644018,1.504351880836934,3907.5537286885415,2062.019121413266,2096.7829912687885,1554.7338613515933,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,13.749216051907624,16.992706194026702,19.37453763651732,20.774120770376378,0.2866325627688468,0.1914930165181053,0.1200176173873083,0.0670122866180825,87424.33440367211,235695.6745355922,297005.14950484433,354716.22185410623,87740.88129201697,10.408298429333378,12.87347993521253,14.629247345828466,15.68,7688510.012860227,5542466.608652727,4195633.595128201,3379092.5251698256,65735.94231177513,30585.7076264451,26079.322579423155,12597.243211955223,2.3104308447753,1.8319380816012265,1.7191721397563635,1.559063178884995,4061.1306378012177,2391.700060055812,2286.725473121965,1278.1358037909454,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,16.01455709819253,19.79433252987084,22.548565878637064,24.17476188789667,0.2966583435300852,0.1793508198215476,0.1189737007977423,0.0688187844074567,88838.36833020282,233703.4131814489,295631.14616829867,357339.47340537485,87421.74673005984,5.947468804448331,7.247273193101878,8.225944219445052,8.833881184137285,8074661.408047613,5381338.036929864,3998502.734705372,3524864.19445408,109122.73332508028,25975.206054887916,29245.73952466937,13741.609863257416,2.2932398322371355,1.8727149895363813,1.634445054479533,1.5939894812840056,3958.051364699675,1280.116801219711,1436.5974946982826,1258.5561838831825,False,0.0,0.3597617598694514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3954258593468471,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
18,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,20.743637245938345,25.593547002648624,29.10964701917345,31.221763731090483,0.2938185375500611,0.1903832448623749,0.1119067542463346,0.0674060547526705,89210.73305015561,233536.6386451237,296472.2978863426,356639.7028295143,84755.6899414312,6.442822430360186,7.957866965419933,8.960620974734049,9.6082770217403,7872145.223968839,5664147.341714319,3904972.214503041,3390408.459152715,109019.0724777145,32633.16164847407,25869.769720113785,18496.539017967574,2.256984250268072,1.8202230791582263,1.616717335776964,1.5244784675969072,4184.878549089531,1608.895797650025,1427.0396404975622,1026.8688929672587,False,0.0,0.3597617598694514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,22.00907641847239,27.156557111448723,30.869608730709363,33.108932011031605,0.2939813046779554,0.1891202191704783,0.1146178099381215,0.065792166609451,88989.62177240344,238067.35357239065,291872.2428499666,354536.1425788108,86696.32260587282,9.8070581677878,12.094342958897412,13.66002512209123,14.622040871263607,7794405.823391727,5666296.809879703,3998788.023837477,3230301.43925965,66435.18821861103,26745.369418814866,25661.532016068257,14566.977374079306,2.2746699270993878,1.7915348194600216,1.693762182112848,1.4575224391724722,3982.676970278104,1893.5860167951605,2241.6653616521594,1256.5626459384616,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,23.16102890375516,28.577177667684985,32.474136777672875,34.826459941770686,0.2915698616667202,0.1869187217986379,0.1229842970842527,0.0626352892902422,91155.0148418073,236034.24016810875,297862.8459847074,355555.54475272004,87281.79729896656,9.977845856925253,12.271646297154325,13.992504645419366,14.927492453630414,7866682.02090058,5457642.230515102,4218122.0257356055,3342396.1457356843,67316.77936870152,27635.001009628144,27189.321912024407,12976.23629174773,2.206011172493696,1.810760200439351,1.5669071722058898,1.5154505019064552,4106.0069370391375,2021.569871804909,2435.721498658564,1195.6209530241456,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,24.309060229251525,29.989129161680708,34.08408684960604,36.54398787250977,0.2962106495496441,0.1851428722955679,0.1168877720959363,0.0650101396918143,89898.98225415713,236709.38763806227,292826.6651289709,355961.5317344637,90190.38846492968,9.44589016455278,11.592081413294116,13.126396676452108,14.039079174746842,7768333.424931868,5350658.169603192,4131987.2605728586,3475264.8267928096,69311.61858400959,24097.56597643096,23962.707788785225,11558.389454261149,2.2893812194312866,1.7941953596560014,1.632491875024406,1.4742313318863056,4040.4739290021225,1659.8917923089286,1875.9695751169504,937.8459648094776,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,25.544249766686324,31.504964877463795,35.800556928817485,38.379804657352416,0.2881645950049413,0.1970145637650034,0.1108254010410554,0.0683073750088337,86579.75554741331,233992.9981460177,295778.8980013896,356672.8328849301,90494.59295137608,10.430699462781188,12.989898685694977,14.608940359861489,15.68,7671294.241328239,5586944.150838125,3882104.4311997,3272538.744139689,66645.30421040094,32262.08715631925,26816.999813534352,12219.588698030688,2.206694550941683,1.7148529551632383,1.6102676177110544,1.555980992020693,4137.574261649973,2534.226101320792,2339.4915230095985,1136.813384416885,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,26.787945626413617,33.053804748780365,37.54244190071161,40.249396543314425,0.2812951443460219,0.198873249245269,0.1152184210575632,0.0704792819177973,88866.52092627005,237506.0629381921,297196.74863644,355325.5280168509,88009.10554840747,10.331001826492932,12.895589638918228,14.574884859528936,15.68,7792519.121048834,5587896.59971152,4230757.0023936,3395480.07825742,62330.48615289613,30278.445394060054,27896.31152735941,11161.709104092466,2.3254866539020047,1.8219807397449757,1.622667054000976,1.6773502967488372,3933.417169974832,2337.612428934519,2410.095079983994,1119.5136376624102,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,27.89832246979049,34.439823680654506,39.10895160758279,41.93468410753701,0.288933794401535,0.1896901635895908,0.1197492127816583,0.0663601346814487,88661.13038456718,234803.4044767768,298157.99141739885,353248.8041502648,89470.25310794884,10.441982923687712,12.886407710345273,14.63947308819488,15.679999999999998,7888369.434179618,5520488.256217346,4126233.2364851967,3229153.25718638,64036.703219413655,28848.44231188803,26812.80650585645,17772.340526483495,2.3327592673985578,1.8542904072222763,1.6475017688086309,1.5403098524900511,3989.14420048173,2233.100743674846,2298.697420505633,1696.161988518301,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,29.013193341262543,35.81568118771726,40.67198060686442,43.60880820757031,0.2937954386864365,0.1921140449622274,0.1130952599504354,0.0641862831707806,88644.40741946174,236042.5010277271,296587.0227174844,353579.80532045127,90429.98984536612,10.177618487120856,12.597840603188851,14.204277003283154,15.178530457333908,7772322.073943744,5398614.946887331,3963841.261403423,3213700.5292255552,68571.59143396169,32493.823278903823,22998.69208194831,17293.418068274983,2.2821592160198008,1.771431946335944,1.5893413016455755,1.6076048470334798,4220.075455363609,2449.712405075237,1978.7438112720235,1579.3586212903194,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,30.13573919233345,37.205166725955664,42.23864890334996,45.282932307603616,0.2994197973058139,0.1813059222801878,0.1202579158626654,0.0615479620791616,88908.04073244311,233733.3269386011,295192.119267814,353468.3320951153,89381.51024741247,9.995397963678158,12.208953546502824,13.877878263007943,14.78805277439079,7869683.54683877,5194710.685221588,3983554.960995511,3231109.6449319064,66752.10682137546,28140.73645715496,30535.22777233086,15847.685943029204,2.263160351110411,1.812786187806094,1.575343982795292,1.4135559273899647,4025.256507087634,2061.9471345821757,2523.868021034609,1426.4620770691006,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,31.322620443566564,38.65489170080678,43.88654662359225,47.03890667140088,0.2902422956246211,0.1782681434966542,0.1291363076719036,0.0676981732077828,90208.45994803228,238359.34995489623,298385.186202218,355914.60191371,90434.36425550802,10.461233644522247,12.730714480313752,14.618492644101964,15.68,7874502.516315003,5274069.902758337,4231371.441518412,3217668.9888347387,64727.89287968376,23723.834151731746,30543.153760655725,16587.436415330412,2.241904853610776,1.8218146638166728,1.682027615142223,1.4622586418211438,3969.709265904604,1914.0693706767572,2769.5097294295074,1553.7143600073491,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,32.49415476075244,40.08058100311887,45.52364473076074,48.79488103519815,0.2874057039432603,0.1925412940385686,0.1160710102754358,0.0689630473266454,88989.81937535519,237961.39236120117,294828.993162268,357097.11356699566,87808.29253892417,9.981576947767582,12.361718158556034,13.984967460347686,15.020851127542926,7825607.015291682,5699922.977221362,4061213.603170645,3401342.898491987,67824.99458261028,29962.038512881776,28593.311604431005,11972.016174619816,2.1755315644781805,1.8794371336444209,1.604819313361801,1.5151201304599944,4089.142409169748,2311.3879377860644,2373.534518529249,1048.7491370433202,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,33.64292998834705,41.50328561836824,47.13316838230733,50.52362407480044,0.2917362780006188,0.1904203751796005,0.1136131067616973,0.0683150792659265,82862.38395724555,237960.2314905905,296200.00981135125,354935.22739340464,87966.12432039634,10.12359589395544,12.504756275457527,14.107559995357082,15.14198596693156,7801214.397176144,5301052.963428153,3940132.651468949,3210859.7968036258,65636.54129442784,30687.11602123261,27997.8220962433,12569.93734916564,2.20721767815936,1.7765297719985331,1.6746632317603156,1.511880637328484,3956.3181881333217,2131.5292028174754,2402.9182980758333,1058.0224894068651,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,34.81443779049303,42.95034254301092,48.76570259020389,52.27586259617769,0.2893096154280498,0.1953707061632685,0.1146145758177112,0.0647271840221574,90653.35398545708,234582.69148035685,294093.63754116435,357223.8204483772,88197.21042673444,10.25277240933385,12.742231096813953,14.39173353071882,15.387738513143928,7788983.166086977,5597762.96011021,4065905.0489573367,3277269.5471302965,66420.54192089368,29094.393874262016,26192.401251990334,13918.579131186516,2.2478968212371515,1.670682589992909,1.625015193722415,1.448103236429775,4034.50905317524,2175.048327402416,2183.293593293998,1360.1267745259163,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,35.981945462345074,44.40133081897213,50.40452364635724,54.02810111755494,0.2892200652614609,0.1855336079851914,0.1224600010805344,0.0678802492652089,89326.62198108093,236282.07339972048,296817.106759547,356598.79216955544,87024.98534184597,10.272198503334604,12.612182164967509,14.372202042638705,15.418836508194447,7602630.390087764,5282365.103014756,4074562.806941154,3550297.696090421,64077.55679895283,26130.05185258836,30154.972199929765,18124.40354695007,2.297120066583476,1.894018236154021,1.636384292142964,1.5404369909827147,4030.620198587168,2023.4791404381613,2688.623983301158,1623.0076625845788,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,37.0580852877657,45.72261287059674,51.91018954563424,55.64341492041137,0.289764623012639,0.1955803538754048,0.1145613511137044,0.0639403718641655,89498.61655121739,238894.15784499852,296845.6249735382,354669.8184460759,89576.0841160864,10.454197885728126,12.99595047944527,14.677414969169885,15.679999999999998,7740388.802685549,5437489.8127222825,3892145.285332051,3292813.983135294,66157.27072422086,31637.73507769238,26808.73445388208,14372.74984432874,2.1346899827540566,1.843675460589612,1.5879407278177473,1.535344770583316,4145.651497164962,2588.1863933468467,2342.331519745859,1341.0198887298368,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
